,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic
2163,2177,3YZ7A3YHR4SB62LZGQG542VRO7WS5L,4.8,4.6,4.4,19,118,65.7894736842,3.31578947368,68.4210526316,"However, Vaz, one of Labour's most influential MPs, also appeared to have concerns about the nature of Nutt's sacking.",4.761904761904762,15.789473684210526,1.5263157894736843,7.6923076923076925
2164,2178,3X878VYTIDHHP1UWYZV3VNQ8QNX7FW,5.6,5.4,4.8,36,207,65.2777777778,4.86111111111,63.8888888889,"""However, were there to be a stimulus the government would have to be even more convincing to voters and the financial markets that they have credible plans to repair the public finances in the longer term.""",13.88888888888889,0.0,1.4722222222222223,15.625
2165,2179,3RQVKZ7ZRJIXO7IKA4GWB4WJHJS277,2.6,2.6,5.0,18,86,63.8888888889,4.0,55.5555555556,"How he scares people : ""It's more like a creepy scary in the cages or shaking a cage.""",0.0,0.0,1.1764705882352942,7.6923076923076925
2166,2180,3R0WOCG21L8MPSSWK1TOHF17MLEUDA,4.2,4.2,5.6,26,129,38.4615384615,5.15384615385,53.8461538462,"How he scares people : ""Sometimes I stand like a statue and then I jump out, stomp my feet and roar and I say disturbing things.""",4.0,4.0,1.24,4.545454545454546
2167,2181,3NSCTNUR2YM766Z5ZQUEJ21L21P5A2,3.2,2.4,3.2,13,62,46.1538461538,8.46153846154,61.5384615385,How long does it take to get to/from the airport to the hotel?,0.0,0.0,1.1538461538461535,13.333333333333334
2168,2182,3SBNLSTU6T43BRM6QOSWY7GMO3TZD4,3.4,3.0,3.6,25,122,70.0,8.52,52.0,How long is it going to take me at 6am to get from Port Authority to Rockefeller Center on a Friday Morning with a taxi???,4.0,0.0,1.36,0.0
2169,2183,39O6Z4JLX1W00DMDGR45786IGA0XV5,2.8,2.0,3.8,5,21,0.0,4.6,80.0,How much do you have?,20.0,0.0,1.0,0.0
2170,2184,3KL228NDMULBYGXBSDQUHDV6XMXKGE,3.0,3.8,4.0,13,70,46.1538461538,3.76923076923,61.5384615385,"How she scares people : ""I'll shake a dismembered foot ... and laugh.""",8.333333333333332,0.0,1.4545454545454546,0.0
2171,2185,3RHLQY6EDS3N8UYH5V264B3DN8RD47,3.8,3.8,3.8,11,58,36.3636363636,3.18181818182,72.7272727273,"How she scares people: ""We're just here to ... spin fire.""",0.0,0.0,1.2,22.22222222222222
2172,2186,3QI9WAYOGPA7P6LDL9QAW89RK27S61,4.0,5.4,3.0,150,803,60.6666666667,4.95333333333,59.3333333333,"""How slow everybody learns in a war. Nobody knows anything about a war until it begins. Just two years before, the Polish air force had been blown to hell on the ground. The French caught it the following spring. In spite of that, the same things happened to our planes at Pearl Harbor. And yet two days later, in spite of all of it, the Japs catch our air corps on Luzon with its pants down. Only that wasn't the end. Months later, on my way out through Australia, I pass a big American field, and there they are, bombers and fighters parked in orderly rows, wing tip to wing tip. 'Hell,' they told me, 'The Japs are hundreds of miles away.' Except that's where they're always supposed to be when they catch you with your pants down, and I thought to myself, Jesus Christ, won't these guys ever learn?""",4.545454545454546,0.0,1.2,5.357142857142857
2173,2187,3J94SKDEKHO54D2HJ0LG939RN4MD5C,2.0,2.0,3.2,9,34,16.6666666667,5.44444444444,44.4444444444,How to I tell it do find it there?,0.0,0.0,1.0,0.0
2174,2188,3M67TQBQQGNQ7T1H2G7VVI6NOX8A9Y,3.8,2.2,3.4,19,108,36.8421052632,8.05263157895,57.8947368421,How was it that scripts could be added into nautilus and make them run by right-clicking and selecting them?,10.0,0.0,1.263157894736842,7.142857142857142
2175,2189,3BS6ERDL9261NH2VOJVL19NRJZXD6S,2.6,1.6,3.0,9,48,61.1111111111,3.0,44.4444444444,how were the people in your apartments with you?,0.0,11.11111111111111,1.2222222222222223,0.0
2176,2190,39KV3A5D176QT6ZI4JV22M9NFDRS70,2.2,1.8,3.6,4,24,37.5,3.25,75.0,how were your superiors?,0.0,25.0,1.75,0.0
2177,2191,3087LXLJ6LF37QUCD0AUG8GLI9RF04,2.0,1.8,2.8,1,4,100.0,0.0,100.0,HTH.,0.0,100.0,1.0,-1.0
2178,2192,31KPKEKW49CDU9IW8YOYXIP03B00B8,2.2,1.6,4.4,2,5,100.0,3.5,50.0,HTH A,0.0,50.0,1.0,-1.0
2179,2193,3CIS7GGG64IRHY6WGW48NXJSMXFUE3,2.4,4.2,4.0,13,115,76.9230769231,2.92307692308,69.2307692308,"http://www.imendio.com/projects/jamboree/ I found this too, a 'lightweight' indexing mp3 itunes-like prog for Gnome",5.263157894736842,15.384615384615383,1.9230769230769231,9.090909090909092
2180,2194,3B623HUYJ3PUTK41EON8GM5IQXXS8N,5.0,5.4,4.8,11,95,59.0909090909,9.09090909091,100.0,"Hubbard doesn't deny Salem offers better business opportunities, particularly around Halloween.",8.333333333333332,0.0,2.363636363636364,0.0
2181,2195,3UEBBGULPENJNC6SB7OE5F4SYYUUFL,2.8,4.0,3.4,22,105,56.8181818182,5.59090909091,54.5454545455,Hubby and I will have 3 y/o child with us and would like a good sized room with living space if possible.,17.391304347826086,4.545454545454546,1.181818181818182,0.0
2182,2196,3DTJ4WT8BCE83X06MJ3G4PY7OFUZEX,5.0,5.6,4.8,20,116,65.0,6.05,65.0,Hubel had missed the last two games with a knee injury that Johnson noted still appeared to affect his productivity.,10.0,5.0,1.45,27.27272727272727
2183,2197,3NZ1E5QA6Y0CPG4X54UAEDLRKJA5BX,3.4,3.8,4.6,13,83,46.1538461538,3.30769230769,69.2307692308,HuffPo readers are nothing if not the types who will willingly outsmart themselves.,7.6923076923076925,7.6923076923076925,1.5384615384615383,8.333333333333332
2184,2198,32LAQ1JNT8OT6HOT6RT3MJJTP73UTU,5.0,4.2,4.0,25,128,64.0,8.2,68.0,"Hughes had a career game starting in place of Armando Allen Jr., who has been bothered by a right ankle he sprained a month ago.",4.0,0.0,1.28,0.0
2185,2199,3GVPRXWRPGT1ZSWMZ71OYK306FPI7Y,2.0,2.6,2.4,22,105,50.0,4.13636363636,50.0,"hum i dunno i was thinking pumount was syncing the harddrive , but i will add that in the script thanks !",10.0,45.0,1.3,40.0
2186,2200,389A2A304NHW4EA2MYKT82VILW00CF,4.4,5.0,4.0,13,83,84.6153846154,5.23076923077,69.2307692308,Hundreds of thousands of votes were discounted from August's first round of voting.,0.0,0.0,1.4615384615384617,7.142857142857142
2187,2201,3WGZLY9VCGLORVLJHYSJLNJIPUND8E,5.4,6.2,3.6,31,170,69.3548387097,4.93548387097,64.5161290323,"Hurricane Ike, for example, was such a destructive storm because it was so large and had a massive storm surge, yet its intensity was only that of a Category 2 hurricane.",12.903225806451612,0.0,1.5483870967741935,16.666666666666664
2188,2202,3QXFBUZ4ZJFP1C2NMRUWN044ZDUUGK,4.4,4.4,4.6,19,107,92.1052631579,5.05263157895,57.8947368421,Hybrid media packaging with both files and an application layer in the cloud is core to a lucrative future.,10.526315789473683,0.0,1.5789473684210529,23.07692307692308
2189,2203,3LN50BUKPUASVZ8SGWSIQMMDNDPPLQ,5.4,4.6,5.0,14,84,46.4285714286,3.42857142857,64.2857142857,"""I actually think it might be an untenable position,"" Nutt said of the chairmanship.",7.142857142857142,7.142857142857142,1.6428571428571428,14.285714285714285
2190,2204,3XWUWJ18TKP86U3I6WJDRF5V8LAUUL,2.2,3.6,2.8,46,246,79.347826087,5.0652173913,43.4782608696,"(i added a usb stick with a unique symlink in dev and all of that still happened though the wdp-script was running and the rule for the usb-stick was lower on priority than the one for the harddrive/script. number 95 for wdp, 96 for the usbstick)",10.20408163265306,19.565217391304348,1.326086956521739,11.76470588235294
2191,2205,3UOMW19E6C5VZLW3J4Q5PXR924A5C4,2.0,3.8,4.0,13,83,53.8461538462,4.84615384615,61.5384615385,I also changed my /etc/bluetooth/hcid.conf to change my password and still no luck.,12.5,23.07692307692308,1.4615384615384617,0.0
2192,2206,33P2GD6NRMRPYCSMCJ8C2D77CMAKHD,3.0,3.0,2.8,7,34,57.1428571429,4.57142857143,71.4285714286,I also enjoyed the Fly Creek Mill.,0.0,0.0,1.2857142857142858,0.0
2193,2207,38G0E1M85L48J9SIBMTIN17EMSJUVA,2.2,3.6,4.0,6,27,41.6666666667,8.16666666667,50.0,I also get the 0x0305 error,0.0,0.0,1.3333333333333333,20.0
2194,2208,3IHWR4LC7CC5Z6159CTUCKZVHZVI8L,2.6,4.2,3.0,30,151,51.6666666667,6.8,63.3333333333,"I also have an HP DeskJet 5850 network printer -- it worked fine in Debian Sarge, but I have not been able to get it working properly in Ubuntu Breezy.",10.344827586206897,3.4482758620689653,1.3103448275862069,4.3478260869565215
2195,2209,3P458N04Q0GR3MOBSHKU5397JC82X3,3.0,2.0,3.0,13,56,65.3846153846,6.92307692308,61.5384615385,I also have a WD drive (though mine is a 250GB My Book).,0.0,7.6923076923076925,1.0769230769230769,0.0
2196,2210,3SMIWMMK604LYYSN1WYE93QST1LUWK,2.6,3.2,4.8,14,75,67.8571428571,2.0,64.2857142857,I also have the Thinkpad T40 and PRO/Wireless Lan 2100 3B Mini PCI Adapter.,0.0,14.285714285714285,1.2142857142857142,0.0
2197,2211,3J94SKDEKHO54D2HJ0LG939RN4M5D4,2.6,3.8,2.4,15,70,56.6666666667,6.6,46.6666666667,I also saw that some of the hotels charge $10.00 per day just to park.,0.0,6.666666666666667,1.1333333333333333,28.57142857142857
2198,2212,34OWYT6U3VG5DBKFE4Z8CGU615DI9A,3.2,3.8,4.4,9,51,22.2222222222,3.55555555556,66.6666666667,I also tried compiz since it was already installed.,0.0,11.11111111111111,1.4444444444444444,0.0
2199,2213,3TRB893CSI9N31QR9J1LD8QKR2X7GV,3.2,4.4,4.6,18,94,44.4444444444,4.44444444444,61.1111111111,"I also tried ""lspci"" that I found from a guide, but it didn't find any wireless device either.",10.526315789473683,5.555555555555555,1.3333333333333333,14.285714285714285
2200,2214,34XASH8KLPLC1HQDG8TXQZ12NIFPMS,2.6,3.4,4.0,10,101,35.0,3.6,110.0,I also tried using http://www.belutz.net/2007/05/14/pai...tooth-devices/ but that didn't help either.,15.0,0.0,1.9,0.0
2201,2215,3K2CEDRACA0AT9JKXP2HV92ZCL0MTU,2.0,2.2,2.6,6,27,50.0,7.16666666667,66.6666666667,I always have a great time.,16.666666666666664,0.0,1.1666666666666667,0.0
2202,2216,3FDWKV9VCM1PTMY9XUSR05O1VZ7MUL,2.8,3.8,4.0,10,52,65.0,8.9,50.0,I always power down on a power strip after shutdown.,10.0,0.0,1.5,0.0
2203,2217,3TC2K6WK9F11OLN3K982P4SES3Y28U,3.4,4.0,4.2,15,78,66.6666666667,7.6,60.0,I always right click the USB device in the Places list to execute the unmount.,0.0,13.333333333333334,1.3333333333333333,22.22222222222222
2204,2218,3Y40HMYLL0H0NYXDB1U0BM4Z23RUXD,3.2,2.0,3.6,13,71,46.1538461538,4.76923076923,69.2307692308,I am also wondering if it is worth visiting Shelter Island for beaches.,7.6923076923076925,0.0,1.6153846153846154,0.0
2205,2219,34R0BODSP0YAWJGHFVW0FLRCNGN5EX,3.6,3.4,3.2,9,45,38.8888888889,7.44444444444,66.6666666667,I am and have always been a proud Republican.,11.11111111111111,0.0,1.4444444444444444,0.0
2206,2220,3ZURAPD287M3EFFU9JEUUDZVN1XF17,2.4,2.4,3.8,20,97,47.5,5.85,50.0,"I am another one of those newbies, so I do not know too much about what these commands are doing.",5.0,0.0,1.25,5.0
2207,2221,37PGLWGSJS5PU736I1QX2P8MCZPKI6,4.2,4.6,5.4,25,146,62.0,3.96,56.0,"I am changing the status of only three races; in each case, I gauge the likelihood of an opposition-party takeover to have become somewhat higher.",3.8461538461538463,0.0,1.52,12.5
2208,2222,3BO3NEOQMZGJIUUK6AD88B5Q7NVIAP,4.0,3.4,2.6,9,57,61.1111111111,3.22222222222,66.6666666667,"I am considering Affinia Dumont, and the Emabassy Suites.",0.0,22.22222222222222,1.4444444444444444,0.0
2209,2223,3E22YV8GG05IJZBDS98X3EQ2S8PPNS,4.6,5.2,4.4,26,143,48.0769230769,6.92307692308,61.5384615385,I am contemplating putting Ubuntu on my parents computer now that I am home that way they wont call me every week because something went wrong.,3.8461538461538463,3.8461538461538463,1.3846153846153846,3.8461538461538463
2210,2224,373L46LKP65LPINC0JBXEQNMPEEKJI,3.8,2.8,3.2,9,54,38.8888888889,3.88888888889,66.6666666667,I am curious about which keyboard layout you're using.,10.0,0.0,1.5555555555555556,12.5
2211,2225,3MNJFORX8A322XGDA6G6X3CCZH25FF,4.2,3.6,3.8,8,47,62.5,4.5,50.0,I am currently in Cooperstown for a conference.,0.0,0.0,1.75,0.0
2212,2226,39O0SQZVJM6ESRZ5PUVXCC4RTB7R7A,4.0,4.2,3.6,7,35,28.5714285714,4.85714285714,57.1428571429,I am forced to reboot to reconnect.,0.0,0.0,1.4285714285714286,0.0
2213,2227,3TD33TP5DK19VMGE00LRMO1DCXBAB8,4.4,2.6,3.8,20,104,62.5,5.45,65.0,"I am just wondering, are there still any sales for clothing in NY or any price reductions due to crises?",5.0,0.0,1.25,22.22222222222222
2214,2228,3CVBMEMMXAF13XL2TPJ3Y82L62A7HU,3.6,5.0,6.2,25,127,64.0,6.04,64.0,"I am looking for a quiet, not necessarily ""family"" place to stay that will have easy access to Route 149 and the Fort Ann area.",8.0,0.0,1.36,13.636363636363637
2215,2229,336OE47KI1JLBDHN6M8J5PSB78TWVA,4.4,5.0,4.2,21,100,59.5238095238,6.14285714286,57.1428571429,"I am not a political kind of person, but I know that helping this campaign is the right thing to do.",9.523809523809524,0.0,1.2857142857142858,10.526315789473683
2216,2230,3BA7SXOG1IPIS54OZZN3QC0M4VDR8X,3.4,3.2,3.4,22,107,50.0,5.13636363636,63.6363636364,"I am not sure but i think the extre 300bits are error correction codes, not sure if i could burn with 2048.",18.181818181818183,13.636363636363637,1.181818181818182,35.0
2217,2231,3NC6WP7WJGJYQ2HSWWDFRRBPEHVWWK,3.4,2.6,4.8,16,81,62.5,5.1875,56.25,I am not sure exactly what to enter in the connection field of the printer setup.,6.25,6.25,1.4375,21.428571428571427
2218,2232,3XD2A6FGFMTU7PNBJGTMGI0TA3FS9C,4.0,4.0,4.2,6,30,16.6666666667,5.0,66.6666666667,"""I am older,"" he said sternly.",16.666666666666664,0.0,1.3333333333333333,0.0
2219,2233,3FJ2RVH25Y512Q6DP1EGP0NPC9G29J,3.8,4.8,3.2,19,112,81.5789473684,3.47368421053,57.8947368421,"I am on a Canadian cellular network, which provides an 'Install CD' with Windows drivers and a dialer component.",5.263157894736842,0.0,1.631578947368421,6.666666666666667
2220,2234,3TUOHPJXYGWDF2MI6191TAPWNJ1WXD,2.8,3.8,4.0,16,83,53.125,11.6875,62.5,I am running breezy on a acer aspire 1312LC which is reported running well on wiki.,0.0,12.5,1.4375,0.0
2221,2235,3INZSNUD8ZPO504TMQYXLJET905D93,4.0,4.4,3.6,21,103,76.1904761905,5.52380952381,57.1428571429,I am running Hoary on a Pentium III 1GHz box with 512MB RAM and an nVidia GeForce2 GTS 64MB video card.,4.761904761904762,14.285714285714285,1.0952380952380951,23.07692307692308
2222,2236,34D9ZRXCYQT8C8XGBM7MCDBDGLXSAR,3.2,4.0,3.8,5,31,40.0,14.4,80.0,I am running Ubuntu Edgy(6.10).,0.0,0.0,1.4,0.0
2223,2237,3TUOHPJXYGWDF2MI6191TAPWNJ2XWF,3.0,2.4,3.2,14,53,57.1428571429,4.5,50.0,I am sorry but as for a hotel I won't be of any help.,0.0,0.0,1.1428571428571428,10.0
2224,2238,3GMLHYZ0LDWPN3NNGXG2U0B849LUYJ,3.0,3.0,5.2,5,19,40.0,4.8,40.0,I am sorry for you.,0.0,0.0,1.2,0.0
2225,2239,3LEG2HW4UEMA30XQSNE8ZW90F7BF2O,3.4,4.4,4.4,15,88,60.0,6.53333333333,66.6666666667,"I am still a beginner with terminal command lines, so any guidance would be appreciated.",6.666666666666667,0.0,1.6666666666666667,8.333333333333332
2226,2240,302OLP89DY6S5R8KE0HMX87VUIBACF,2.4,2.2,4.8,8,43,50.0,6.625,62.5,I am still so overwhelmed with the choices.,12.5,0.0,1.25,0.0
2227,2241,37MQ8Z1JQDVG3RELXD6WOHGGLI22Y9,3.4,1.8,3.8,6,27,25.0,8.0,66.6666666667,I am sure there are others.,0.0,0.0,1.1666666666666667,28.57142857142857
2228,2242,3538U0YQ1ETZOIT9WNSDI6ESLLBF3Z,3.2,3.2,4.2,11,55,45.4545454545,9.0,72.7272727273,I am sure Ubuntu will get around to fixing the problem.,9.090909090909092,0.0,1.2727272727272727,10.0
2229,2243,3PN6H8C9R3P2AJEYEWCXHEPDFINDAI,3.0,3.8,4.4,9,47,55.5555555556,6.88888888889,55.5555555556,I am trying to install through a root terminal.,0.0,0.0,1.4444444444444444,16.666666666666664
2230,2244,3PN6H8C9R3P2AJEYEWCXHEPDFINADF,3.8,2.6,3.8,8,38,43.75,8.375,50.0,I am trying to narrow down the hotels.,0.0,0.0,1.375,0.0
2231,2245,3BC9H1KCYTB2F7CSBXV3COW5PPVWYJ,3.2,4.6,3.4,16,76,53.125,5.125,50.0,I am using a good cd (tested on another newr machine) based on 6.10 ppc iso.,5.88235294117647,25.0,1.3125,10.0
2232,2246,3JU8CV4BRKB01KBPTO8AI3Q7IIUPO7,4.2,4.8,4.6,21,122,45.2380952381,5.66666666667,66.6666666667,I am using the NTFS Configuration Tool and it utilizesthe drives perfectly but doesn't allow me to change the mount point.,9.090909090909092,4.761904761904762,1.5238095238095235,28.57142857142857
2233,2247,3BVS8WK9QZUO14ZCCOD43MPWP5GIBK,3.2,5.0,3.2,16,91,75.0,4.875,62.5,I am wondering if people have recommendations for sights from DC to Fort Ticonderoga in NY?,0.0,0.0,1.5625,0.0
2234,2248,3B0MCRZMBQTIMKNQ8OLP73VXSNQPPO,4.0,3.2,3.4,29,141,58.6206896552,5.89655172414,44.8275862069,"I answer the door and give out the candy, and Meade - growling, in a cyclops mask and big werewolf gloves - sneaks up behind me and grabs me.",7.4074074074074066,7.4074074074074066,1.2962962962962965,5.263157894736842
2235,2249,3QX22DUVONGP61N92K2WWRQK96GMVA,2.8,2.8,4.2,6,36,58.3333333333,6.16666666667,50.0,I assume 'gst' stands for gstreamer?,16.666666666666664,33.33333333333333,1.3333333333333333,25.0
2236,2250,3A520CCNWMZ72PSYARNHNW7YFUOAE8,2.8,3.8,3.2,16,70,34.375,8.4375,50.0,I believe it if you take 4th or 5th treet down it will take you there.,0.0,6.25,1.0625,5.263157894736842
2237,2251,3GVPRXWRPGT1ZSWMZ71OYK306FP7IN,4.8,4.8,3.2,23,127,47.8260869565,5.5652173913,60.8695652174,"I believe requests were trying to be sent through that communication instead of the Cardbus, so now I am posting with the GC89.",0.0,4.3478260869565215,1.434782608695652,4.3478260869565215
2238,2252,34KYK9TV2Q7DVI28H07I7OVJY3ISBM,5.4,4.8,4.2,18,105,58.3333333333,5.11111111111,61.1111111111,"""I believe that spiritual knowledge is given to us to share,"" said Lewis, co-founder of the Witch School.",5.263157894736842,0.0,1.3888888888888888,7.142857142857142
2239,2253,3IKDQS3DQDZ7B9RIQO9ZE6VE7QGICR,5.2,5.4,5.0,38,220,63.1578947368,6.57894736842,57.8947368421,"""I believe the people in Washington, and the overwhelming response that I've been getting nationally from individuals, is showing that a lot of people feel like it's time for the Republican Party to go back to its base.""",2.5,0.0,1.5526315789473684,6.0606060606060606
2240,2254,3P7QK0GJ3SKG8HOQTZ8F2OPIRC62Z0,3.8,5.0,3.4,16,111,68.75,3.625,56.25,"I believe the problem is in the ""gnome-cups-manager"" package that is used via the Administration/Printing menu.",0.0,0.0,1.75,42.85714285714285
2241,2255,3MJ9GGZYO25F79GIH7SGLVY9IRY2AY,4.0,4.0,3.2,12,64,50.0,5.16666666667,58.3333333333,I believe you also have to start with a Linksys installation CD.,0.0,8.333333333333332,1.4166666666666667,0.0
2242,2256,3A3KKYU7P2G2LQNESU7SIT9YGFIMWK,3.6,3.8,4.0,10,58,40.0,11.1,60.0,I believe you need to run the program called beryl-manager,0.0,0.0,1.5,7.6923076923076925
2243,2257,3EFNPKWBMRN8REEJT59SFZROFJN30K,6.0,5.6,3.6,18,109,77.7777777778,4.05555555556,66.6666666667,"IBM, as a matter of policy, does not comment publicly on personnel decisions below the chief executive level.",5.555555555555555,0.0,1.7777777777777777,36.36363636363637
2244,2258,3L84EBDQ361G02TUI4B9F5NZ43EKKH,4.8,5.2,4.4,17,109,76.4705882353,10.1764705882,76.4705882353,I.B.M. is getting a little more distance from the Galleon insider-trading case that broke earlier this month.,5.0,0.0,1.5294117647058822,7.142857142857142
2245,2259,3MQY1YVHS2JKQJLANLSCG6IF09J2BT,4.6,5.4,3.0,18,118,77.7777777778,3.16666666667,72.2222222222,"IBM (NYSE: IBM) sold its product lifecycle management software subsidiary for roughly $600 million in col,d hard cash.",5.263157894736842,5.555555555555555,1.5,50.0
2246,2260,3B9J25CZ24CW5NUEV03DI811GOISCT,6.0,6.2,4.2,28,178,66.0714285714,3.07142857143,64.2857142857,"Icahn, 73, who says he's CIT largest bondholder with $2 billion of its debt, initially opposed CIT's plan, contending the investments were worth more in a traditional bankruptcy.",13.333333333333334,3.571428571428571,1.5714285714285714,16.666666666666664
2247,2261,3HEM8MA6H8B3MWO5810E78L7XJCPQF,5.2,5.8,3.8,19,121,65.7894736842,4.0,63.1578947368,Icahn also said he's changing the terms of the tender offer for bondholders who voted against the prepackaged bankruptcy.,5.0,0.0,1.5789473684210529,16.666666666666664
2248,2262,3QREJ3J432WRK8BC34NAU50ET3JKLK,4.8,6.2,4.0,32,195,82.8125,2.46875,59.375,"Icahn Associates Corp. is the largest shareholder of American Railcar Industries Inc., which depended on CIT for 31 percent of its business as of June 30, according to data compiled by Bloomberg.",3.125,0.0,1.5625,22.22222222222222
2249,2263,3TFJJUELSGO30ODG1LO7RQOXIUJ2C0,5.6,6.0,3.6,35,217,85.7142857143,4.22857142857,68.5714285714,"""Icahn had two goals in mind: Influence over the board and participation in the expansion loan facility,"" said Kevin Starke, an analyst at CRT Capital Group LLC in Stamford, Connecticut, said in a telephone interview.",0.0,2.857142857142857,1.6285714285714286,0.0
2250,2264,3SNR5F7R91SM87BWMFFU4UVHS2TIEK,5.4,6.0,2.4,10,67,90.0,1.6,80.0,"Icahn is chairman of the St. Charles, Missouri-based railcar maker.",0.0,0.0,1.6,16.666666666666664
2251,2265,3I01FDIL6L7D5GJU1HJIBW6F3UV2D0,5.6,5.0,3.0,26,151,57.6923076923,4.76923076923,61.5384615385,"""I came to see what its like and I like it,"" said Seaman Recruit Tiffany Scarborough, a boatswain's mate from Paterson, N.J., who enlisted in February.",3.571428571428571,0.0,1.3846153846153846,9.523809523809524
2252,2266,3S1L4CQSFW4Z83SU527N5ESYRV3AFQ,2.8,1.6,3.0,4,16,12.5,6.75,50.0,I can answer #2.,0.0,0.0,1.25,0.0
2253,2267,33IXYHIZB4HIXMXUXCU2HEO036W2ET,5.4,5.0,3.8,34,197,57.3529411765,4.02941176471,67.6470588235,"""I can assure we acted as quickly as possible as soon as we were notified,"" said Barry McFarland, incident commander with O'Brien's Group, the firm managing the cleanup on behalf of the Dubai Star.",2.7777777777777777,0.0,1.5,33.33333333333333
2254,2268,3PUV2Q8SV337TTJQKACTCP9JX08DBD,3.4,4.4,5.4,29,175,53.4482758621,4.44827586207,58.6206896552,"I can eject it in several different audio apps and also by a shortcut assigned in System/Preferences/Keyboard Shortcuts, but can't close it unless I manually push in the tray.",6.25,3.4482758620689653,1.6206896551724137,30.0
2255,2269,3GL25Y6842THAQS42Z3EKCN5PHOMXD,3.4,2.8,3.2,33,163,42.4242424242,6.81818181818,57.5757575758,"I can live without it but if anyone has been able to get it to run on a Macbook pro 15"" Core Duo and wouldn't mind tossing me some pointers, I'd really appreciate.",2.857142857142857,3.0303030303030303,1.3333333333333333,6.896551724137931
2256,2270,3Y3N5A7N4F86AVIE7VPG3QUERNIMYJ,6.0,5.2,5.0,26,156,61.5384615385,4.30769230769,61.5384615385,"""I cannot have public confusion between scientific advice and policy, and have therefore lost confidence in your ability to advise me as chair of the ACMD.""",7.6923076923076925,3.8461538461538463,1.6538461538461535,19.047619047619047
2257,2271,3LEG2HW4UEMA30XQSNE8ZW90F7B2FB,4.6,3.6,3.6,16,92,56.25,7.125,62.5,"I cannot press ctrl+alt+F1-6 to switch to a virtual console, which was working fine in 5.04.",10.0,6.25,1.4375,26.666666666666668
2258,2272,3AJA9FLWSBXEELBSHQZ0MCGH438IF2,3.0,2.8,4.0,16,82,15.625,8.5625,75.0,"I cannot stand it happens again, otherwise I will be forced to go back to free-BSD",0.0,0.0,1.3125,0.0
2259,2273,3Y7LTZE0YSLPSTXSCJIL87KAA3PUZA,3.2,3.6,3.6,18,91,47.2222222222,5.22222222222,55.5555555556,"I cannot think there is a clone in linux, but I believe there is some simple and essential!",11.11111111111111,5.555555555555555,1.3333333333333333,5.88235294117647
2260,2274,362E9TQF2GPKSL7NSA5I4XGT5I8IG1,3.6,3.8,3.8,14,77,53.5714285714,7.78571428571,71.4285714286,"I can open Impress, load a presentation, view a slideshow and do other stuff.",7.142857142857142,0.0,1.3571428571428572,6.666666666666667
2261,2275,3VP28W7DUMJ09B02HUNMM7J70G9ZFF,3.6,4.0,4.8,18,103,52.7777777778,2.33333333333,55.5555555556,"I can right-click on one and select ""open with Scribus"" in the menu, but that's not very user-friendly.",9.523809523809524,5.555555555555555,1.1666666666666667,16.666666666666664
2262,2276,3HXK2V1N4JEGH0TL37KQHH9CGMB2GA,3.2,4.2,3.8,24,132,54.1666666667,2.83333333333,45.8333333333,"I can say though that I and my wife regularly and successfully use ThotKeeper (she on Windows, me on both Windows and Ubuntu Linux).",0.0,4.166666666666666,1.5,3.571428571428571
2263,2277,3R868ACW4RB6NBWXSET44SJJ1V9ZGE,3.8,4.6,3.8,55,271,56.3636363636,5.67272727273,50.9090909091,"I can see all the AP's in my area along with signal strengths in network manager, but I have to try over and over to get the system to connect to a network (it doesnt matter if its open or encrypted) and quite often when it does connect, I have no access to the internet.",3.571428571428571,1.818181818181818,1.290909090909091,15.217391304347828
2264,2278,3HUR21WDDTOH47HIL2RPE7ACYR2XYE,4.8,5.0,4.8,42,234,40.4761904762,4.61904761905,61.9047619048,"""I can't believe that any independent-minded scientists would want to take it on. People will think, if you can't speak your mind and be honest about what you think, why take on the job? It might be that the council becomes unviable.""",6.666666666666667,0.0,1.3333333333333333,6.8181818181818175
2265,2279,3VEI3XUCZQW3YX35LGPECYVCT5EPRG,3.0,2.6,3.0,12,69,41.6666666667,2.66666666667,75.0,I can't compare this program with others because I haven't used more.,0.0,0.0,1.3333333333333333,8.333333333333332
2266,2280,3P6ENY9P78VYSH2YCGN0PXSUKILIH0,2.0,3.0,3.8,7,32,21.4285714286,13.2857142857,85.7142857143,I can't get xmms to play either.,12.5,14.285714285714285,1.1428571428571428,0.0
2267,2281,3GONHBMNHUX6FLSJ3HRZHX3GXHMMZA,3.2,4.6,2.8,15,111,66.6666666667,3.26666666667,86.6666666667,"I can't help with the Finger Lakes, but Alpine Lake is nice (near Saratoga) http://www.alpinelakervresort.com/.",5.263157894736842,0.0,1.4,18.181818181818183
2268,2282,3TX9T2ZCB802KXMX7JXMQV57VJZWZA,1.2,1.2,4.6,5,25,-20.0,1.6,100.0,I can't imagine he isn't.,0.0,0.0,1.4,16.666666666666664
2269,2283,3T6SSHJUZE9YOCDIIY5LP9T9KV0IIT,2.2,2.0,2.2,6,26,33.3333333333,6.0,50.0,I cant see it from Moscow.,0.0,16.666666666666664,1.1666666666666667,16.666666666666664
